Publisher Story,Country,Type,Position,Media name,Post time,Expiration time,Duration (hrs),Topsnap views,Attachment views,Total time viewed (sec),Topsnap time viewed (sec),Attachment time viewed (sec),Average time viewed per user (sec),Average time per topsnap view (sec),Average time per attachment view (sec),Unique viewers,Unique completers,Completion rate,Unique topsnap views,Unique attachment viewers,Attachment conversion rate,Subscribers added,Unique sharers,Shares,Viewers from shares,Screenshots,Males,Females,Unknown gender,13-17,18-24,25-34,35+,Unknown age,Tags,Drop-off rate,Unique topsnaps per user,Topsnap duration (sec),Number of tiles,Attachment type,SnapId,EditionId
44973.4188,GLOBAL,PUBLISHER_STORY,,SNAP-1,2/16/23 17:00,2/21/23 14:01,117,721022,BELOW_MINIMUM,3574477,3574477,0,110.2689,4.9575,,32416,5139,0.1585,645739,BELOW_MINIMUM,0,363,59,8,BELOW_MINIMUM,141,19472,12736,426,2590,8989,13604,7027,424,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,,19.9204,,1,,All,2.41E+15
44973.4188,GLOBAL,SNAP,1,SNAP-2,2/16/23 17:00,2/21/23 14:01,117,37909,BELOW_MINIMUM,151559.8906,151559.8906,0,4.7687,3.998,NaN,31782,31773,0.9997,31859,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,8,18772,12441,411,2480,8699,13161,6874,410,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.17,,5,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,2,SNAP-3,2/16/23 17:00,2/21/23 14:01,117,29720,BELOW_MINIMUM,110244.4922,110244.4922,0,4.1926,3.7094,NaN,26295,26295,1,26434,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,15324,10444,338,1852,7008,10973,5936,337,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.1396,,6,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,3,SNAP-4,2/16/23 17:00,2/21/23 14:01,117,24174,BELOW_MINIMUM,106030.5,106030.5,0,4.72,4.3861,NaN,22464,22464,1,22276,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,6,13007,9098,288,1439,5844,9514,5309,287,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0486,,5,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,4,SNAP-5,2/16/23 17:00,2/21/23 14:01,117,22155,BELOW_MINIMUM,62372.8125,62372.8125,0,2.9531,2.8153,NaN,21121,21121,1,21149,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,12058,8567,273,1329,5401,8847,5049,272,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0241,,3,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,5,SNAP-6,2/16/23 17:00,2/21/23 14:01,117,19467,BELOW_MINIMUM,139849.125,139849.125,0,7.475,7.1839,NaN,18709,18709,1,18403,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,10492,7785,261,1240,4700,7788,4550,260,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0211,,3,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,6,SNAP-7,2/16/23 17:00,2/21/23 14:01,117,19096,BELOW_MINIMUM,61486.0625,61486.0625,0,3.3798,3.2198,NaN,18192,18192,1,18257,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,10150,7631,255,1203,4554,7590,4435,254,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0143,,3,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,7,SNAP-8,2/16/23 17:00,2/21/23 14:01,117,18443,BELOW_MINIMUM,52903.9375,52903.9375,0,2.9648,2.8685,NaN,17844,17844,1,17735,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,9887,7468,249,1169,4441,7409,4337,248,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0157,,3,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,8,SNAP-9,2/16/23 17:00,2/21/23 14:01,117,18216,BELOW_MINIMUM,46906.4102,46906.4102,0,2.6726,2.575,NaN,17551,17551,1,17361,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,9735,7367,247,1141,4368,7304,4290,246,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0066,,3,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,9,SNAP-10,2/16/23 17:00,2/21/23 14:01,117,18592,BELOW_MINIMUM,60094.4297,60094.4297,0,3.4593,3.2323,NaN,17372,17372,1,16965,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,9616,7304,245,1127,4313,7229,4252,244,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0072,,3,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,10,SNAP-11,2/16/23 17:00,2/21/23 14:01,117,19402,BELOW_MINIMUM,89596.2031,89596.2031,0,5.1934,4.6179,NaN,17252,17252,1,17279,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,9526,7232,244,1111,4263,7166,4219,243,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0125,,5,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,11,SNAP-12,2/16/23 17:00,2/21/23 14:01,117,21809,BELOW_MINIMUM,79584.8281,79584.8281,0,4.6735,3.6492,NaN,17029,17029,1,16661,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,31,9410,7145,241,1080,4201,7090,4185,240,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0063,,4,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,12,SNAP-13,2/16/23 17:00,2/21/23 14:01,117,22240,BELOW_MINIMUM,142573.1875,142573.1875,0,8.4333,6.4107,NaN,16906,16906,1,16650,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,9,9332,7114,239,1068,4175,7037,4167,238,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0144,,7,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,13,SNAP-14,2/16/23 17:00,2/21/23 14:01,117,21913,BELOW_MINIMUM,307529.5,307529.5,0,18.6721,14.0341,NaN,16470,16470,1,16262,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,20,9001,7012,235,1028,4027,6865,4094,234,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0123,,13,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,14,SNAP-15,2/16/23 17:00,2/21/23 14:01,117,18748,BELOW_MINIMUM,128283.9609,128283.9609,0,8.0794,6.8425,NaN,15878,15878,1,15530,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,8627,6821,235,1000,3851,6594,4004,234,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0217,,7,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,15,SNAP-16,2/16/23 17:00,2/21/23 14:01,117,16919,BELOW_MINIMUM,59732.543,59732.543,0,3.8592,3.5305,NaN,15478,15478,1,15238,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,8416,6707,233,974,3746,6464,3940,232,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0149,,3,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,16,SNAP-17,2/16/23 17:00,2/21/23 14:01,117,16327,BELOW_MINIMUM,39107.293,39107.293,0,2.5681,2.3953,NaN,15228,15228,1,15034,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,8240,6616,230,942,3661,6365,3889,229,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0112,,2,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,17,SNAP-18,2/16/23 17:00,2/21/23 14:01,117,16087,BELOW_MINIMUM,86910.5234,86910.5234,0,5.7763,5.4025,NaN,15046,15046,1,15010,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,8126,6556,225,926,3608,6299,3850,224,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.013,,6,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,18,SNAP-19,2/16/23 17:00,2/21/23 14:01,117,16096,BELOW_MINIMUM,88320.1328,88320.1328,0,5.9579,5.4871,NaN,14824,14824,1,14598,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,8005,6469,219,900,3544,6207,3824,218,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0135,,5,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,19,SNAP-20,2/16/23 17:00,2/21/23 14:01,117,16331,BELOW_MINIMUM,72978.3359,72978.3359,0,4.9944,4.4687,NaN,14612,14612,1,14660,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,7900,6394,218,883,3496,6125,3791,217,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0076,,4,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,20,SNAP-21,2/16/23 17:00,2/21/23 14:01,117,16078,BELOW_MINIMUM,71306.4688,71306.4688,0,4.9228,4.435,NaN,14485,14485,1,14286,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,7836,6349,217,874,3465,6071,3776,216,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0057,,4,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,21,SNAP-22,2/16/23 17:00,2/21/23 14:01,117,15328,BELOW_MINIMUM,38553.1836,38553.1836,0,2.7118,2.5152,NaN,14217,14217,1,14256,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,7673,6250,213,851,3403,5949,3721,212,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0595,,2,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,22,SNAP-23,2/16/23 17:00,2/21/23 14:01,117,13513,BELOW_MINIMUM,79872.2578,79872.2578,0,6.3275,5.9108,NaN,12623,12623,1,12655,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,6871,5552,209,767,2899,5309,3449,208,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0833,,4,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,23,SNAP-24,2/16/23 17:00,2/21/23 14:01,117,11940,BELOW_MINIMUM,39576.5781,39576.5781,0,3.5327,3.3146,NaN,11203,11203,1,11370,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,6182,4921,198,691,2509,4731,3173,197,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0409,,3,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,24,SNAP-25,2/16/23 17:00,2/21/23 14:01,117,11210,BELOW_MINIMUM,42881.0508,42881.0508,0,4.005,3.8252,NaN,10707,10707,1,10538,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,5856,4653,196,645,2350,4448,3067,195,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0343,,4,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,25,SNAP-26,2/16/23 17:00,2/21/23 14:01,117,10810,BELOW_MINIMUM,66349.4688,66349.4688,0,6.4249,6.1378,NaN,10327,10327,1,10517,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,5676,4478,191,614,2250,4301,2990,190,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0217,,7,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,26,SNAP-27,2/16/23 17:00,2/21/23 14:01,117,10456,BELOW_MINIMUM,40079.1484,40079.1484,0,3.973,3.8331,NaN,10088,10088,1,9960,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,5510,4350,189,592,2171,4178,2920,188,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0182,,4,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,27,SNAP-28,2/16/23 17:00,2/21/23 14:01,117,10239,BELOW_MINIMUM,35332.1875,35332.1875,0,3.5729,3.4507,NaN,9889,9889,1,9769,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,5392,4247,187,584,2107,4077,2872,186,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.019,,3,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,28,SNAP-29,2/16/23 17:00,2/21/23 14:01,117,10019,BELOW_MINIMUM,31496.9219,31496.9219,0,3.2488,3.1437,NaN,9695,9695,1,9681,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,5283,4163,186,572,2055,3986,2834,185,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.017,,3,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,29,SNAP-30,2/16/23 17:00,2/21/23 14:01,117,9971,BELOW_MINIMUM,32226.4102,32226.4102,0,3.3819,3.232,NaN,9529,9529,1,9489,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,5225,4099,185,565,2023,3937,2800,184,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0188,,3,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,30,SNAP-31,2/16/23 17:00,2/21/23 14:01,117,9973,BELOW_MINIMUM,54460.6523,54460.6523,0,5.8384,5.4608,NaN,9328,9328,1,9346,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,5156,4010,183,554,1983,3863,2767,182,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.02,,6,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,31,SNAP-32,2/16/23 17:00,2/21/23 14:01,117,9655,BELOW_MINIMUM,66920.8906,66920.8906,0,7.4889,6.9312,NaN,8936,8936,1,9083,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,4946,3865,175,540,1899,3693,2680,174,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0069,,4,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,32,SNAP-33,2/16/23 17:00,2/21/23 14:01,117,9444,BELOW_MINIMUM,63541.1133,63541.1133,0,7.2735,6.7282,NaN,8736,8736,1,8719,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,4851,3765,172,529,1851,3604,2633,171,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0057,,6,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,33,SNAP-34,2/16/23 17:00,2/21/23 14:01,117,9172,BELOW_MINIMUM,53076.5313,53076.5313,0,6.1233,5.7868,NaN,8668,8668,1,8523,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,4759,3697,169,521,1811,3526,2599,168,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.019,,6,0,NONE,1.44E+15,2.41E+15
44973.4188,GLOBAL,SNAP,34,SNAP-35,2/16/23 17:00,2/21/23 14:01,117,9005,BELOW_MINIMUM,30180.5195,30180.5195,0,3.5498,3.3515,NaN,8502,8502,1,8505,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,4693,3643,165,514,1784,3463,2576,164,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0047,,3,0,NONE,2.55E+15,2.41E+15
44973.4188,GLOBAL,SNAP,35,SNAP-36,2/16/23 17:00,2/21/23 14:01,117,8876,BELOW_MINIMUM,34070.8164,34070.8164,0,4.0282,3.8385,NaN,8458,8458,1,8472,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,4637,3604,164,506,1759,3419,2558,163,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0167,,3,0,NONE,2.55E+15,2.41E+15
44973.4188,GLOBAL,SNAP,36,SNAP-37,2/16/23 17:00,2/21/23 14:01,117,8776,BELOW_MINIMUM,51640.2461,51640.2461,0,6.2097,5.8843,NaN,8316,8316,1,8306,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,4611,3575,163,500,1745,3401,2541,162,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0048,,6,0,NONE,2.55E+15,2.41E+15
44973.4188,GLOBAL,SNAP,37,SNAP-38,2/16/23 17:00,2/21/23 14:01,117,8591,BELOW_MINIMUM,42298.3555,42298.3555,0,5.1097,4.9236,NaN,8278,8278,1,8293,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,4555,3539,163,490,1716,3367,2522,162,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0027,,5,0,NONE,2.55E+15,2.41E+15
44973.4188,GLOBAL,SNAP,38,SNAP-39,2/16/23 17:00,2/21/23 14:01,117,8593,BELOW_MINIMUM,45695.9492,45695.9492,0,5.5369,5.3178,NaN,8253,8253,1,8100,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,4510,3516,161,481,1702,3335,2509,160,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0173,,5,0,NONE,2.55E+15,2.41E+15
44973.4188,GLOBAL,SNAP,39,SNAP-40,2/16/23 17:00,2/21/23 14:01,117,8577,BELOW_MINIMUM,35172.2031,35172.2031,0,4.3465,4.1008,NaN,8092,8092,1,8104,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,4462,3485,161,476,1676,3304,2492,160,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.003,,4,0,NONE,2.55E+15,2.41E+15
44973.4188,GLOBAL,SNAP,40,SNAP-41,2/16/23 17:00,2/21/23 14:01,117,8356,BELOW_MINIMUM,64704.5977,64704.5977,0,8.2321,7.7435,NaN,7860,7860,1,7718,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,4278,3392,159,464,1613,3175,2419,158,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0229,,5,0,NONE,2.55E+15,2.41E+15
44973.4188,GLOBAL,SNAP,41,SNAP-42,2/16/23 17:00,2/21/23 14:01,117,8106,BELOW_MINIMUM,19216.2637,19216.2637,0,2.5618,2.3706,NaN,7501,7501,1,7511,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,4117,3275,154,451,1553,3058,2331,153,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0067,,2,0,NONE,2.55E+15,2.41E+15
44973.4188,GLOBAL,SNAP,42,SNAP-43,2/16/23 17:00,2/21/23 14:01,117,7867,BELOW_MINIMUM,34505.2344,34505.2344,0,4.6359,4.3861,NaN,7443,7443,1,7500,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,4021,3216,150,444,1522,2993,2279,149,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.05,,4,0,NONE,2.55E+15,2.41E+15
44973.4188,GLOBAL,SNAP,43,SNAP-44,2/16/23 17:00,2/21/23 14:01,117,7437,BELOW_MINIMUM,37440.3984,37440.3984,0,5.3145,5.0343,NaN,7045,7045,1,7064,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,3820,3056,145,433,1468,2832,2144,144,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0521,,5,0,NONE,2.55E+15,2.41E+15
44973.4188,GLOBAL,SNAP,44,SNAP-45,2/16/23 17:00,2/21/23 14:01,117,7058,BELOW_MINIMUM,47380.793,47380.793,0,7.1004,6.7131,NaN,6673,6673,1,6830,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,3639,2948,144,425,1428,2696,2039,143,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0262,,7,0,NONE,2.55E+15,2.41E+15
44973.4188,GLOBAL,SNAP,45,SNAP-46,2/16/23 17:00,2/21/23 14:01,117,6769,BELOW_MINIMUM,48013.2109,48013.2109,0,7.4451,7.0931,NaN,6449,6449,1,6428,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,3484,2840,142,410,1376,2591,1948,141,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0195,,7,0,NONE,2.55E+15,2.41E+15
44973.4188,GLOBAL,SNAP,46,SNAP-47,2/16/23 17:00,2/21/23 14:01,117,6653,BELOW_MINIMUM,46982.7422,46982.7422,0,7.4481,7.0619,NaN,6308,6308,1,6188,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,3397,2774,142,406,1350,2527,1889,141,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0133,,7,0,NONE,2.55E+15,2.41E+15
44973.4188,GLOBAL,SNAP,47,SNAP-48,2/16/23 17:00,2/21/23 14:01,117,6553,BELOW_MINIMUM,29002.1094,29002.1094,0,4.674,4.4258,NaN,6205,6205,1,6243,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,3334,2719,141,398,1323,2474,1859,140,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0116,,4,0,NONE,2.55E+15,2.41E+15
44973.4188,GLOBAL,SNAP,48,SNAP-49,2/16/23 17:00,2/21/23 14:01,117,6515,BELOW_MINIMUM,31995.4141,31995.4141,0,5.2349,4.911,NaN,6112,6112,1,6057,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,3280,2678,139,393,1298,2440,1828,138,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0065,,5,0,NONE,3.75E+14,2.41E+15
44973.4188,GLOBAL,SNAP,49,SNAP-50,2/16/23 17:00,2/21/23 14:01,117,6244,BELOW_MINIMUM,59529.5586,59529.5586,0,10.1969,9.5339,NaN,5838,5838,1,5736,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,3092,2587,138,382,1228,2306,1764,137,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0178,,7,0,NONE,3.75E+14,2.41E+15
44973.4188,GLOBAL,SNAP,50,SNAP-51,2/16/23 17:00,2/21/23 14:01,117,6163,BELOW_MINIMUM,49652.1172,49652.1172,0,8.7663,8.0565,NaN,5664,5664,1,5694,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,2991,2521,135,370,1195,2238,1710,134,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0219,,8,0,NONE,3.75E+14,2.41E+15
44973.4188,GLOBAL,SNAP,51,SNAP-52,2/16/23 17:00,2/21/23 14:01,117,6013,BELOW_MINIMUM,40817.9414,40817.9414,0,7.3919,6.7883,NaN,5522,5522,1,5504,BELOW_MINIMUM,0,,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,BELOW_MINIMUM,2908,2471,134,361,1147,2191,1681,133,Courtroom drama | Crime in the United States | Football | Sex-Related Crimes | Soccer | True Crime Fandom | True crime,0.0147,,7,0,NONE,3.75E+14,2.41E+15
